"name","alt.name","venue"
"Emerald City FC Green B00","Emerald City FC M2000 green","PSPL WSPL 2 U17"
"Emerald City FC Green B00","ECFC M2000 Green","US Club Regionals 2000"
"Emerald City FC Green B00","ECFC Green B00","Friendly"
"Emerald City FC Green B00","EMERALD CITY FC ECFC M00 GREEN (WA)","WA Cup HS Silver U17"
"Emerald City FC White B00","Emerald City FC M00 White","PSPL Classic 2 U17"
"Empire SC Orange B00","EMPIRE SC B00 ORANGE (CAS)","Carlsbad Nov Nights College Showcase Elite U17"
"Empire SC Orange B00","EMPIRE SC B00 ORANGE (CAS)","NV Players Showcase MGM U17"
"Escondido SC Black B00","ESCONDIDO SC BOYS 2000-BLACK (CAS)","NV Players Showcase Mandalay Bay U17"
"ETFC Rovers Black B00","ETFC Rovers Black","Beaverton Cup BU17 Gold"
"ETFC Rovers Black B00","EUGENE TIMBERS FUTBOL ETFC 00 ROVERS BLACK (OR)","Timbers Winter Showcase 2000 Showcase U17"
"ETFC Rovers Black B00","ETFC B00 Rovers Black","PacNW Winter Classic Premier U17"
"ETFC Rovers Black B00","ETFC 00B Rovers Black","Win OYS B00 Premier"
"ETFC Rovers Black B00","ETFC 00B Rovers Black","OYS State Cup B00"
"ETFC Rovers Red B00","ETFC Rovers Red","Beaverton Cup BU17 Silver"
"European Football School B00","64 European Football School","Baker Blast Premier U17"
"FC Boulder Elite B00","FC BOULDER 00 BOYS ELITE (U16) (CO)","NV Players Showcase MGM U17"
"FC Dallas Che B00","FC Dallas 00 Che (TX-N)","USYS National League U17"
"FC Dallas Premier B00","FC DALLAS 00B PREMIER (F:01) (TXN)","NV Players Showcase Mirage U17"
"FC Dallas White B00","FC DALLAS YOUTH 00B WHITE (F:01) (TXN)","NV Players Showcase Mirage U17"
"FC Edmonds Fury B00","FC Edmonds BOO","Labor Day Cup BU17 Silver"
"FC Edmonds Fury B00","FC Edmonds Fury","PSPL Classic 2 U17"
"FC Edmonds Fury B00","FC EDMONDS B00 (WA)","WA Rush Cup B00 Silver U17"
"FC Edmonds Fury B00","FC EDMONDS B00 (WA)","WA Cup HS Silver U17"
"FC Elk Grove Platinum B00","FC ELK GROVE 00B PLATINUM (CAN)","NV Players Showcase Mirage U17"
"FC Golden State B00","FC GOLDEN STATE 00 (CAS)","Surf Cup Super Black U17"
"FC Golden State B00","FC GOLDEN STATE 00 (CAS)","Surf College Showcase Super Black U17"
"FC Golden State B00","FC GOLDEN STATE 00","NHB Cup Flight 1"
"FC Golden State Black B00","FC GOLDEN STATE - BLACK B00 WHITE (CAS)","Albion Cup 2000 Cup U17"
"FC Golden State Gold B00","FC GOLDEN STATE OC GOLD B00 GOLD (CAS)","Albion Cup 2000 Showcase U17"
"FC Golden State PDA B00","SJ EARTHQUAKES PDA '00 (CAN)","Surf Cup Super Black U17"
"FC Northwest Neta B00","FC NORTHWEST FCNW NETA (CND)","Surf Cup White U17"
"FC Northwest Neta B00","FC NORTHWEST (CND)","Manchester City Cup Silver U17"
"FC Portland Navy B00","FCP 00B Navy","Beaverton Cup BU17 Gold"
"FC Portland Navy B00","FC PORTLAND ACADEMY 2000B NAVY (OR)","Showcase of Champions Boys U17/16 Diamond U17"
"FC Portland Navy B00","FC PORTLAND ACADEMY FC PORTLAND 00B NAVY (OR)","Timbers Winter Showcase 2000 Showcase U17"
"FC Portland Navy B00","FC Portland 00B NAVY","Win OYS B00 Premier"
"FC Portland Navy B00","FC PORTLAND ACADEMY FC PORTLAND 00B NAVY (OR)","NV Players Showcase MGM U17"
"FC Portland Navy B00","FC Portland 00B NAVY","OYS State Cup B00"
"FC Portland White B00","FCP 00B White","Beaverton Cup BU17 Silver"
"FC Portland White B00","FC PORTLAND ACADEMY FC PORTLAND 00B WHITE (OR)","Timbers Winter Showcase 2000 Showcase U17"
"FC Portland White B00","FC Portland 00B WHITE","Win OYS B00 Division 1 Green"
"FC Pride Elite Red B00","FC PRIDE 00 ELITE RED (IN)","NV Players Showcase MGM U17"
"FC Salmon Creek Juventus B00","FCSC Juventus 00","Labor Day Cup BU17 Gold"
"FC Salmon Creek Juventus B00","FCSC Juventus B2000","PSPL WSPL 1 U17"
"FC Salmon Creek Juventus B00","FCSC Juventus 00","US Club Regionals 2000"
"FC Salmon Creek Juventus B00","SC JUVENTUS 00 (WA)","Timbers Winter Showcase 2000 Showcase U17"
"FC Salmon Creek Juventus B00","SCFC JUVENTUS 00 (WA)","WA Cup HS Gold U17"
"FC Spokane Babinski B00","FC SPOKANE B00 BABINSKI (WA)","River City Cup U16-U17 Boys ('01/'00) U17"
"FC Spokane Babinski B00","FC SPOKANEFC SPOKANE B00 BABINSKI","Spokane Cup Boys U17"
"FC Spokane Triplett B01","FC SPOKANE B01 TRIPLETT (WA)","River City Cup U16-U17 Boys ('01/'00) U17"
"FC West -Unk B00","FC West 00B","Win OYS B00 Division 1 White"
"FDA Australia B00","FDA FOOTBALL DEVELOPMENT AUSTRALIA (AUS)","Surf College Showcase Black U17"
"FLSA Libertyville FC 1974 B00","GLSA LIBERTYVILLE FC 1974 (IL)","NV Players Showcase USYS National League U17"
"FLSA Libertyville FC 1974 B00","Libertyville FC 1974 (IL)","USYS National League U17"
"FME Xtreme B00","FME Xtreme B00","NPSL Division 2 (00) U17"
