"name","alt.name","venue"
"CSC Storm Navy B04","CORVALLIS CSC 04B (OR)","Bend Premier Cup Jack McInerney (Silver) Division U13"
"CSC Storm Navy B04","Corvallis SC 04B","PTT B04 Division 1 Green"
"CSC Storm Navy B04","CSC 04B","Capital Cup BU13 Silver"
"CSC Storm Navy B04","CSC 04B","Beaverton Cup BU13 Silver"
"CSC Storm Navy B04","Corvallis SC 04B","OYS Presidents Cup B04"
"CSC Storm Navy B04","Corvallis SC 04B","Spr OYS B04 Division 1 Green"
"CUSC Red B04","CUSC Ramos B04","Mt Hood Challenge U13 Gold"
"CUSC Red B04","Clackamas United SC 04B","Clash At the Border Div 2 Gold/Silver U13"
"CUSC Red B04","CUSC 04B Red Ramos","PTT B04 Division 1 Green"
"CUSC Red B04","CUSC 04 RAMOS - SCRAPPERS (OR)","Oswego Nike Cup Gold/Silver U13"
"CUSC Red B04","CUSC 04B Red Ramos","OYS Presidents Cup B04"
"CUSC Red B04","CUSC 04B Red Ramos","Spr OYS B04 Division 1 White"
"Davis Legacy White B04","Davis Legacy 04 White","Capital Cup BU13 Gold"
"De Anza Force SC II B04","DE ANZA FORCE FORCE 04B II (CAN)","Surf Cup Super Black U13"
"De Anza Force SC USSDA B03","DE ANZA FORCE FORCE 03B ACADEMY (CAN)","Surf Cup USSDA Black U13"
"Dragons FC B04","DRAGONS FC B04","Gunners Invitational Boys 2004 Gold"
"Dragons FC B04","Dragons BU13","Starfire Spring Classic BU13 Gold"
"Dragons FC B04","Dragons FC B04 white","Spr PSPL Classic 2 Red U13"
"Eagleclaw FA Blue Hawks B04","Eagleclaw Football Academy M04 Blue Hawks","PSPL Classic 2 Red U13"
"Eagleclaw FA Blue Hawks B04","Eagleclaw Football Academy M04/05 Blue Hawks","Spr PSPL Classic 2 Red U13"
"Eastside FC Blue B04","Eastside FC B04 Blue","Clash At the Border Div 2 Gold/Silver U13"
"Eastside FC Blue B04","Eastside FC B04 Blue C","RCL B04 Div 3"
"Eastside FC Blue B04","Eastside FC BU04 Blue","Sounders FC Cup BU13 Gold"
"Eastside FC Blue B04","Eastside FC B04 Blue","Eastside FC Cup BU13 Gold"
"Eastside FC Blue B04","Eastside FC B04 Blue C","RCL B04 Div 2"
"Eastside FC Blue B04","Eastside FC B04 Blue C","Win RCL B04 Div 2"
"Eastside FC Blue B04","Eastside FC B04 Blue C","WYS Presidents Cup B04 Division 1"
"Eastside FC Grey B04","Eastside B04 Grey","Rainier Challenge Copa U13"
"Eastside FC Grey B04","Eastside FC B04 Grey","Seattle United Cup BU13 Gold"
"Eastside FC Grey B04","Eastside FC B04 Grey","Eastside FC Cup BU13 Silver"
"Eastside FC Grey B04","Eastside FC B04 Grey D","RCL B04 Div 3"
"Eastside FC Grey B04","Eastside FC B04 Grey D","Win RCL B04 Div 3"
"Eastside FC Grey B04","Eastside FC B04 Grey D","WYS Presidents Cup B04 Division 2"
"Eastside FC Red B04","Eastside FC B04 Red A","RCL B04 Div 1"
"Eastside FC USSDA B04","EASTSIDE FC B04 ACADEMY (WA)","Nike Crossfire Challenge U12 Development Academy U13"
"Eastside FC USSDA B04","Eastside FC U-12","USSDA U12"
"Eastside FC White B04","EASTSIDE FC B04 WHITE (WA)","Bend Premier Cup Fanendo Adi (Gold) Division U13"
"Eastside FC White B04","EASTSIDE FC B04 WHITE (WA)","Nike Crossfire Challenge Super Group U13"
"Eastside FC White B04","Eastside FC B04 White B","RCL B04 Div 2"
"Eastside FC White B04","Eastside FC B04 White","Eastside FC Cup BU13 Gold"
"Eastside FC White B04","Eastside FC B04 White B","RCL B04 Div 1"
"Eastside FC White B04","Eastside FC B04 White","FWRL B04"
"Eastside FC White B04","Eastside FC B04 White B","RCL B04 7V2"
"Eastside FC White B04","Eastside FC B04 White B","Win RCL B04 Div 2"
"Eastside FC White B04","Eastside FC B04 White B","WYS Championship B04"
"Eastside Timbers Black B04","EASTSIDE TIMBERS 04 BOYS BLACK (OR)","Bend Premier Cup Jack McInerney (Silver) Division U13"
"Eastside Timbers Black B04","Eastside Timbers 04B Black","PTT B04 Division 1 White"
"Eastside Timbers Black B04","ET 04 Boys Black","Beaverton Cup BU13 Silver"
"Eastside Timbers Black B04","Eastside Timbers 04B Black","OYS Presidents Cup B04"
"Eastside Timbers Black B04","Eastside Timbers 04B Black","Spr OYS B04 Division 1 Green"
"Eastside Timbers USSDA B04","Eastside Timbers U-12","USSDA OR U12"
"Eastside Timbers White B04","ET White B04","Mt Hood Challenge U13 Bronze"
"Eastside Timbers White B04","Eastside Timbers 04B White","PTT B04 Division 2 White"
"Eastside Timbers White B04","Eastside Timbers 04B White","OYS Founders Cup B04"
"Eastside Timbers White B04","Eastside Timbers 04B White","Spr OYS B04 Division 2 Green"
"Eclipse FC Aguilitos del America B04","Eclipse FC Aguilitas Del America B04","PSPL Classic 1 U13"
"Eclipse FC Aguilitos del America B04","Eclipse Aguilitas","Labor Day Cup BU13 Silver"
"Eclipse FC Aguilitos del America B04","Eclipse FC Aguilitas Del America B04","Spr PSPL SuperLeague West U13"
"Eclipse FC Eagles B04","Eclipse Eagles [B04]","Starfire Spring Classic BU13 Silver"
"Emerald City FC Blue B04","Emerald City FC M04 Blue","PSPL Copa U13"
"Emerald City FC Blue B04","Emerald City FC M04 Blue","Spr PSPL Copa U13"
"Emerald City FC Green B04","Emerald City FC M04 Green","PSPL WSPL 2 West U13"
"Emerald City FC Green B04","Emerald City Football Club","Sounders FC Cup BU13 Gold"
"Emerald City FC Green B04","Emerald City FC M04 Green","Labor Day Cup BU13 Gold"
"Emerald City FC Green B04","Emerald City FC M04 Green","Spr PSPL SuperLeague West U13"
"Emerald City FC Green B04","EMERALD CITY FC ECFC M04 GREEN (WA)","WA Cup Boys U13 Gold U13"
"Emerald City FC White B04","EMERALD CITY FC ECFC M04 WHITE (WA)","Bigfoot Silver U13"
"Emerald City FC White B04","Emerald City FC M04 White","PSPL Classic 1 U13"
"Emerald City FC White B04","ECFC M04 White","RVS Classic BU13"
"Emerald City FC White B04","Emerald City FC M04 White","Spr PSPL Classic 1 Blue U13"
"Emerald City FC White B04","EMERALD CITY FC ECFC M04 WHITE (WA)","WA Cup Boys U13 Bronze U13"
"Endeavor SA Red B04","ENDEAVOUR SOCCER ACADEMY BOYS '04 ALLRED (WA)","Les Schwab NW Cup U13 Boys U13"
